fips,fmr0,fmr1,fmr2,fmr3,fmr4,Metro_code,areaname,State,county,CouSub,county_town_name,pop2000,countyname,state_alpha,fmr_type,metro
5118199999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,181,99999,Surry County,6829,Surry County,VA,50,1
5118399999,651,705,788,1051,1255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,183,99999,Sussex County,12504,Sussex County,VA,50,1
5118599999,418,419,502,645,729,NCNTY51185N51185,"Tazewell County, VA",51,185,99999,Tazewell County,44598,Tazewell County,VA,40,0
5118799999,473,550,685,963,993,METRO47900MM8820,"Warren County, VA HUD Metro FMR Area",51,187,99999,Warren County,31584,Warren County,VA,40,1
5119199999,376,404,502,673,804,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",51,191,99999,Washington County,51103,Washington County,VA,40,1
5119399999,408,497,627,860,886,NCNTY51193N51193,"Westmoreland County, VA",51,193,99999,Westmoreland County,16718,Westmoreland County,VA,40,0
5119599999,418,426,502,653,823,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",51,195,99999,Wise County,40123,Wise County,VA,40,0
5119799999,326,413,502,658,883,NCNTY51197N51197,"Wythe County, VA",51,197,99999,Wythe County,27599,Wythe County,VA,40,0
5119999999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,199,99999,York County,56297,York County,VA,50,1
5151099999,995,1134,1286,1659,2171,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,510,99999,Alexandria city,128283,Alexandria city,VA,50,1
5151599999,450,461,556,686,765,METRO31340M31340,"Lynchburg, VA MSA",51,515,99999,Bedford city,6299,Bedford city,VA,40,1
5152099999,376,404,502,673,804,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",51,520,99999,Bristol city,17367,Bristol city,VA,40,1
5153099999,401,451,502,731,881,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",51,530,99999,Buena Vista city,6349,Buena Vista city,VA,40,0
5154099999,557,669,792,1026,1136,METRO16820M16820,"Charlottesville, VA MSA",51,540,99999,Charlottesville city,45049,Charlottesville city,VA,40,1
5155099999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,550,99999,Chesapeake city,199184,Chesapeake city,VA,50,1
5156099999,326,418,502,610,636,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",51,560,99999,Clifton Forge city,4289,Clifton Forge city,VA,40,0
5157099999,651,705,788,1051,1255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,570,99999,Colonial Heights city,16897,Colonial Heights city,VA,50,1
5158099999,326,418,502,610,636,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",51,580,99999,Covington city,6303,Covington city,VA,40,0
5159099999,353,405,523,652,700,METRO19260M19260,"Danville, VA MSA",51,590,99999,Danville city,48411,Danville city,VA,40,1
5159599999,432,469,520,628,780,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",51,595,99999,Emporia city,5665,Emporia city,VA,40,0
5160099999,995,1134,1286,1659,2171,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,600,99999,Fairfax city,21498,Fairfax city,VA,50,1
5161099999,995,1134,1286,1659,2171,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,610,99999,Falls Church city,10377,Falls Church city,VA,50,1
5162099999,363,502,557,689,980,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",51,620,99999,Franklin city,8346,Franklin city,VA,40,0
5163099999,995,1134,1286,1659,2171,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,630,99999,Fredericksburg city,19279,Fredericksburg city,VA,50,1
5164099999,417,453,502,602,669,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",51,640,99999,Galax city,6837,Galax city,VA,40,0
5165099999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,650,99999,Hampton city,146437,Hampton city,VA,50,1
5166099999,451,501,610,855,878,METRO25500M25500,"Harrisonburg, VA MSA",51,660,99999,Harrisonburg city,40468,Harrisonburg city,VA,40,1
5167099999,651,705,788,1051,1255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,670,99999,Hopewell city,22354,Hopewell city,VA,50,1
5167899999,401,451,502,731,881,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",51,678,99999,Lexington city,6867,Lexington city,VA,40,0
5168099999,450,461,556,686,765,METRO31340M31340,"Lynchburg, VA MSA",51,680,99999,Lynchburg city,65269,Lynchburg city,VA,40,1
5168399999,995,1134,1286,1659,2171,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,683,99999,Manassas city,35135,Manassas city,VA,50,1
5168599999,995,1134,1286,1659,2171,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,685,99999,Manassas Park city,10290,Manassas Park city,VA,50,1
5169099999,387,403,502,644,737,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",51,690,99999,Martinsville city,15416,Martinsville city,VA,40,0
5170099999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,700,99999,Newport News city,180150,Newport News city,VA,50,1
5171099999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,710,99999,Norfolk city,234403,Norfolk city,VA,50,1
5172099999,418,426,502,653,823,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",51,720,99999,Norton city,3904,Norton city,VA,40,0
5173099999,651,705,788,1051,1255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,730,99999,Petersburg city,33740,Petersburg city,VA,50,1
5173599999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,735,99999,Poquoson city,11566,Poquoson city,VA,50,1
5174099999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,740,99999,Portsmouth city,100565,Portsmouth city,VA,50,1
5175099999,488,534,598,820,1051,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",51,750,99999,Radford city,15859,Radford city,VA,40,1
5176099999,651,705,788,1051,1255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,760,99999,Richmond city,197790,Richmond city,VA,50,1
5177099999,446,474,613,778,849,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",51,770,99999,Roanoke city,94911,Roanoke city,VA,40,1
5177599999,446,474,613,778,849,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",51,775,99999,Salem city,24747,Salem city,VA,40,1
5179099999,438,451,588,841,967,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",51,790,99999,Staunton city,23853,Staunton city,VA,40,0
5180099999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,800,99999,Suffolk city,63677,Suffolk city,VA,50,1
5181099999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,810,99999,Virginia Beach city,425257,Virginia Beach city,VA,50,1
5182099999,438,451,588,841,967,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",51,820,99999,Waynesboro city,19520,Waynesboro city,VA,40,0
5183099999,700,735,844,1164,1458,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,830,99999,Williamsburg city,11998,Williamsburg city,VA,50,1
5184099999,491,510,673,929,956,METRO49020M49020,"Winchester, VA-WV MSA",51,840,99999,Winchester city,23585,Winchester city,VA,40,1
